45, 24, 0, 28, 40,
86, 24, 36, 140, 184,
127, 24, 76, 200, 224,
168, 24, 40, 124, 152,
209, 24, 0, 44, 56,
64, 25, 20, 124, 172,
105, 25, 48, 160, 188,
146, 25, 80, 192, 200,
187, 25, 24, 116, 148,
228, 25, 0, 24, 36,
81, 26, 36, 136, 180,
122, 26, 72, 172, 224,
163, 26, 40, 144, 172,
204, 26, 0, 52, 64,
55, 27, 4, 80, 80,
96, 27, 48, 172, 212,
137, 27, 72, 172, 224,
178, 27, 40, 140, 184,
219, 27, 0, 36, 44,
66, 28, 32, 136, 180,
107, 28, 48, 168, 204,
148, 28, 72, 172, 224,
189, 28, 32, 96, 108,
230, 28, 0, 24, 36,
77, 29, 36, 140, 184,
118, 29, 48, 168, 204,
159, 29, 56, 180, 224,
200, 29, 12, 92, 108,
44, 30, 0, 40, 52,
85, 30, 36, 148, 192,
126, 30, 92, 204, 232,
167, 30, 80, 192, 200,
208, 30, 0, 60, 68,
54, 31, 36, 148, 192,
95, 31, 48, 160, 188,
136, 31, 108, 208, 232,
177, 31, 92, 204, 232,
218, 31, 0, 40, 52,
60, 32, 32, 136, 180,
101, 32, 48, 172, 212,
142, 32, 108, 208, 232,
183, 32, 68, 160, 208,
224, 32, 0, 40, 52,
66, 33, 32, 136, 188,
107, 33, 48, 168, 204,
148, 33, 124, 216, 220,
189, 33, 48, 168, 204,
230, 33, 0, 32, 44,
68, 34, 36, 144, 192,
109, 34, 48, 172, 212,
150, 34, 128, 224, 240,
191, 34, 60, 188, 224,
232, 34, 0, 32, 44,
69, 35, 36, 144, 192,
110, 35, 48, 160, 204,
151, 35, 124, 216, 220,
192, 35, 56, 168, 224,
233, 35, 0, 32, 44,
68, 36, 36, 144, 192,
109, 36, 48, 160, 204,
150, 36, 128, 224, 240,
191, 36, 92, 204, 232,
232, 36, 0, 32, 44,
66, 37, 32, 136, 188,
107, 37, 48, 172, 212,
148, 37, 128, 224, 240,
189, 37, 76, 200, 224,
230, 37, 0, 40, 52,
63, 38, 28, 144, 184,
104, 38, 48, 160, 204,
145, 38, 124, 216, 220,
186, 38, 124, 216, 220,
227, 38, 0, 48, 56,
60, 39, 24, 136, 196,
101, 39, 48, 172, 220,
142, 39, 128, 224, 240,
183, 39, 124, 216, 220,
224, 39, 0, 52, 64,
54, 40, 40, 156, 208,
95, 40, 48, 172, 212,
136, 40, 128, 224, 240,
177, 40, 188, 236, 236,
218, 40, 4, 88, 96,
47, 41, 40, 144, 172,
88, 41, 40, 156, 208,
129, 41, 112, 220, 248,
170, 41, 152, 248, 244,
211, 41, 20, 116, 128,
38, 42, 0, 68, 68,
79, 42, 60, 188, 224,
120, 42, 108, 212, 244,
161, 42, 140, 236, 244,
202, 42, 60, 188, 224,
25, 43, 0, 20, 40,
67, 43, 48, 172, 220,
108, 43, 92, 216, 244,
149, 43, 140, 244, 244,
190, 43, 76, 200, 224,
231, 43, 0, 44, 56,
53, 44, 24, 128, 184,
94, 44, 76, 200, 224,
135, 44, 140, 224, 236,
176, 44, 152, 228, 232,
217, 44, 36, 124, 172,
39, 45, 4, 76, 96,
80, 45, 40, 156, 208,
121, 45, 108, 212, 244,
162, 45, 128, 224, 248,
203, 45, 48, 172, 212,
244, 45, 0, 24, 36,
65, 46, 44, 172, 220,
106, 46, 80, 204, 244,
147, 46, 128, 224, 240,
188, 46, 152, 228, 232,
229, 46, 0, 56, 60,
48, 47, 24, 128, 184,
89, 47, 80, 204, 244,
130, 47, 128, 232, 248,
171, 47, 112, 220, 232,
212, 47, 44, 156, 204,
28, 48, 0, 28, 40,
69, 48, 48, 160, 212,
110, 48, 92, 204, 232,
151, 48, 140, 236, 244,
192, 48, 140, 224, 236,
233, 48, 0, 48, 56,
45, 49, 36, 148, 192,
86, 49, 72, 204, 236,
127, 49, 108, 220, 248,
168, 49, 124, 232, 236,
209, 49, 48, 160, 204,
23, 50, 0, 20, 40,
64, 50, 40, 156, 208,
105, 50, 88, 212, 244,
146, 50, 128, 224, 240,
187, 50, 140, 236, 244,
228, 50, 4, 80, 80,
42, 51, 48, 172, 220,
83, 51, 60, 188, 224,
124, 51, 96, 220, 236,
165, 51, 140, 236, 244,
206, 51, 72, 172, 224,
247, 51, 0, 20, 40,
55, 52, 36, 148, 192,
96, 52, 88, 212, 244,
137, 52, 112, 220, 232,
178, 52, 128, 224, 240,
219, 52, 60, 196, 224,
26, 53, 0, 36, 44,
67, 53, 48, 172, 220,
108, 53, 92, 216, 244,
149, 53, 140, 236, 244,
190, 53, 112, 228, 236,
231, 53, 0, 60, 84,
37, 54, 28, 160, 204,
78, 54, 60, 188, 224,
119, 54, 40, 144, 172,
160, 54, 124, 232, 236,
201, 54, 140, 236, 244,
242, 54, 0, 36, 44,
45, 55, 28, 160, 204,
86, 55, 84, 204, 236,
127, 55, 112, 220, 248,
168, 55, 124, 236, 248,
209, 55, 56, 180, 224,
251, 55, 0, 20, 40,
52, 56, 36, 148, 192,
93, 56, 88, 212, 244,
134, 56, 112, 228, 248,
175, 56, 128, 232, 248,
216, 56, 32, 96, 108,
15, 57, 0, 48, 56,
56, 57, 44, 172, 220,
97, 57, 108, 220, 248,
138, 57, 112, 228, 236,
179, 57, 140, 236, 244,
220, 57, 40, 164, 204,
20, 58, 0, 28, 40,
61, 58, 60, 188, 224,
102, 58, 108, 212, 244,
143, 58, 124, 232, 236,
184, 58, 140, 236, 244,
225, 58, 48, 172, 212,
24, 59, 0, 40, 48,
65, 59, 64, 196, 236,
106, 59, 96, 224, 248,
147, 59, 140, 236, 244,
188, 59, 140, 236, 244,
229, 59, 20, 124, 172,
28, 60, 0, 60, 84,
69, 60, 60, 188, 224,
110, 60, 96, 224, 248,
151, 60, 140, 236, 244,
192, 60, 124, 232, 236,
233, 60, 24, 116, 148,
33, 61, 32, 136, 188,
74, 61, 68, 200, 240,
115, 61, 108, 212, 244,
156, 61, 128, 232, 248,
197, 61, 124, 232, 236,
238, 61, 0, 52, 64,
38, 62, 44, 172, 220,
79, 62, 88, 212, 244,
120, 62, 112, 228, 248,
161, 62, 124, 236, 248,
202, 62, 112, 228, 236,
243, 62, 0, 40, 48,
43, 63, 36, 144, 208,
84, 63, 80, 208, 244,
125, 63, 32, 96, 108,
166, 63, 112, 228, 248,
207, 63, 128, 232, 248,
248, 63, 0, 32, 44,
49, 64, 40, 156, 208,
90, 64, 76, 204, 244,
131, 64, 112, 228, 248,
172, 64, 112, 228, 248,
213, 64, 112, 228, 248,
16, 65, 0, 24, 40,
57, 65, 52, 184, 236,
98, 65, 24, 92, 84,
139, 65, 120, 232, 248,
180, 65, 112, 228, 248,
221, 65, 48, 172, 212,
24, 66, 4, 76, 96,
65, 66, 68, 200, 240,
106, 66, 112, 228, 248,
147, 66, 140, 236, 244,
188, 66, 120, 232, 248,
229, 66, 36, 144, 192,
31, 67, 44, 172, 220,
72, 67, 84, 204, 248,
113, 67, 112, 228, 248,
154, 67, 152, 248, 244,
195, 67, 88, 212, 244,
236, 67, 0, 68, 68,
37, 68, 28, 160, 204,
78, 68, 80, 208, 244,
119, 68, 120, 232, 248,
160, 68, 152, 248, 244,
201, 68, 88, 212, 244,
242, 68, 0, 40, 52,
43, 69, 36, 156, 212,
84, 69, 88, 212, 244,
