54, 92, 176, 176, 176,
59, 92, 156, 156, 156,
64, 92, 188, 188, 188,
55, 93, 252, 252, 252,
60, 93, 252, 252, 252,
65, 93, 224, 224, 224,
93, 93, 224, 224, 224,
98, 93, 220, 220, 220,
103, 93, 220, 220, 220,
128, 93, 220, 220, 220,
133, 93, 220, 220, 220,
138, 93, 192, 192, 192,
156, 93, 220, 220, 220,
161, 93, 244, 244, 244,
177, 93, 220, 220, 220,
182, 93, 220, 220, 220,
187, 93, 220, 220, 220,
192, 93, 220, 220, 220,
51, 94, 248, 248, 248,
56, 94, 252, 252, 252,
61, 94, 252, 252, 252,
66, 94, 252, 252, 252,
71, 94, 184, 184, 184,
95, 94, 252, 252, 252,
100, 94, 252, 252, 252,
105, 94, 28, 28, 28,
130, 94, 252, 252, 252,
135, 94, 252, 252, 252,
153, 94, 252, 252, 252,
158, 94, 252, 252, 252,
174, 94, 252, 252, 252,
179, 94, 252, 252, 252,
184, 94, 252, 252, 252,
189, 94, 252, 252, 252,
194, 94, 252, 252, 252,
46, 95, 128, 128, 128,
51, 95, 252, 252, 252,
56, 95, 252, 252, 252,
61, 95, 252, 252, 252,
66, 95, 252, 252, 252,
71, 95, 252, 252, 252,
93, 95, 252, 252, 252,
98, 95, 252, 252, 252,
103, 95, 252, 252, 252,
128, 95, 252, 252, 252,
133, 95, 252, 252, 252,
138, 95, 252, 252, 252,
155, 95, 252, 252, 252,
160, 95, 252, 252, 252,
176, 95, 252, 252, 252,
181, 95, 252, 252, 252,
186, 95, 252, 252, 252,
191, 95, 252, 252, 252,
196, 95, 248, 248, 248,
44, 96, 80, 80, 80,
49, 96, 252, 252, 252,
54, 96, 252, 252, 252,
59, 96, 252, 252, 252,
64, 96, 252, 252, 252,
69, 96, 252, 252, 252,
91, 96, 104, 104, 104,
96, 96, 252, 252, 252,
101, 96, 252, 252, 252,
126, 96, 252, 252, 252,
131, 96, 252, 252, 252,
136, 96, 252, 252, 252,
152, 96, 156, 156, 156,
157, 96, 252, 252, 252,
173, 96, 220, 220, 220,
178, 96, 252, 252, 252,
183, 96, 252, 252, 252,
188, 96, 252, 252, 252,
193, 96, 252, 252, 252,
198, 96, 252, 252, 252,
43, 97, 60, 60, 60,
48, 97, 252, 252, 252,
53, 97, 252, 252, 252,
58, 97, 252, 252, 252,
63, 97, 252, 252, 252,
68, 97, 252, 252, 252,
73, 97, 252, 252, 252,
95, 97, 252, 252, 252,
100, 97, 252, 252, 252,
105, 97, 252, 252, 252,
130, 97, 252, 252, 252,
135, 97, 252, 252, 252,
140, 97, 252, 252, 252,
155, 97, 252, 252, 252,
160, 97, 252, 252, 252,
176, 97, 252, 252, 252,
181, 97, 252, 252, 252,
186, 97, 252, 252, 252,
191, 97, 252, 252, 252,
196, 97, 252, 252, 252,
201, 97, 252, 252, 252,
44, 98, 252, 252, 252,
49, 98, 252, 252, 252,
54, 98, 252, 252, 252,
59, 98, 252, 252, 252,
64, 98, 252, 252, 252,
69, 98, 252, 252, 252,
90, 98, 28, 28, 28,
95, 98, 252, 252, 252,
100, 98, 252, 252, 252,
105, 98, 252, 252, 252,
129, 98, 252, 252, 252,
134, 98, 252, 252, 252,
139, 98, 252, 252, 252,
154, 98, 252, 252, 252,
159, 98, 252, 252, 252,
175, 98, 252, 252, 252,
180, 98, 252, 252, 252,
185, 98, 252, 252, 252,
190, 98, 252, 252, 252,
195, 98, 252, 252, 252,
200, 98, 252, 252, 252,
42, 99, 252, 252, 252,
47, 99, 252, 252, 252,
52, 99, 252, 252, 252,
57, 99, 156, 156, 156,
62, 99, 156, 156, 156,
67, 99, 252, 252, 252,
72, 99, 252, 252, 252,
93, 99, 252, 252, 252,
98, 99, 252, 252, 252,
103, 99, 252, 252, 252,
126, 99, 252, 252, 252,
131, 99, 252, 252, 252,
136, 99, 252, 252, 252,
141, 99, 252, 252, 252,
155, 99, 252, 252, 252,
160, 99, 252, 252, 252,
176, 99, 252, 252, 252,
181, 99, 252, 252, 252,
186, 99, 252, 252, 252,
191, 99, 252, 252, 252,
196, 99, 252, 252, 252,
201, 99, 252, 252, 252,
41, 100, 128, 128, 128,
46, 100, 252, 252, 252,
51, 100, 248, 248, 248,
63, 100, 20, 20, 20,
68, 100, 252, 252, 252,
73, 100, 252, 252, 252,
94, 100, 252, 252, 252,
99, 100, 252, 252, 252,
104, 100, 252, 252, 252,
127, 100, 252, 252, 252,
132, 100, 252, 252, 252,
137, 100, 252, 252, 252,
142, 100, 236, 236, 236,
156, 100, 252, 252, 252,
161, 100, 252, 252, 252,
177, 100, 252, 252, 252,
182, 100, 252, 252, 252,
187, 100, 252, 252, 252,
192, 100, 248, 248, 248,
197, 100, 252, 252, 252,
202, 100, 252, 252, 252,
41, 101, 220, 220, 220,
46, 101, 252, 252, 252,
51, 101, 252, 252, 252,
69, 101, 252, 252, 252,
90, 101, 252, 252, 252,
95, 101, 252, 252, 252,
100, 101, 252, 252, 252,
105, 101, 252, 252, 252,
128, 101, 252, 252, 252,
133, 101, 252, 252, 252,
138, 101, 252, 252, 252,
143, 101, 132, 132, 132,
156, 101, 252, 252, 252,
161, 101, 252, 252, 252,
